INFO : 2021-08-02 10:45:50,028 : autoreload : 2924 : 17212 : Watching for file changes with StatReloader
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\shape_base.py first seen with mtime 1626675319.9353063
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\sessions\backends\base.py first seen with mtime 1626675427.849178
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\options.py first seen with mtime 1626675428.881891
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\selectors.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\regex_helper.py first seen with mtime 1626675429.1552663
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\html\__init__.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\yaml\loader.py first seen with mtime 1626676984.2466054
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\serializers\python.py first seen with mtime 1626675428.743212
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\sql\__init__.py first seen with mtime 1626675428.9140935
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\crispy_forms\__init__.py first seen with mtime 1626677092.9972
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\core\_dtype.py first seen with mtime 1626675319.335909
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\nanfunctions.py first seen with mtime 1626675319.9183505
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\token.py first seen with mtime 1624876620.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\charset.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\__init__.py first seen with mtime 1626675428.7532837
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\formatting\__init__.py first seen with mtime 1626676986.2137809
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\__version__.py first seen with mtime 1626676984.105191
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\views\decorators\debug.py first seen with mtime 1626675429.19482
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\format_helpers.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\quopri.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\arraypad.py first seen with mtime 1626675319.8924205
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\random\_sfc64.cp39-win_amd64.pyd first seen with mtime 1626675320.1578152
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chartsheet\chartsheet.py first seen with mtime 1626676986.1596437
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\certs.py first seen with mtime 1626676984.112687
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\header.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\sqlite3\dbapi2.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\checks\security\__init__.py first seen with mtime 1626675428.640932
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\concurrent\__init__.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\utils.py first seen with mtime 1626675428.7532837
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\hashable.py first seen with mtime 1626675429.1351922
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\_iotools.py first seen with mtime 1626675319.8874338
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\fnmatch.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\urllib3\connectionpool.py first seen with mtime 1626676977.4339216
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\textwrap.py first seen with mtime 1624876620.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\providers\oauth2\client.py first seen with mtime 1601730927.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\abc.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1626675428.6188023
DEBUG : 2021-08-02 10:45:50,812 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\utils.py first seen with mtime 1626675428.8839145
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\ctypes\_endian.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\base_futures.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\ddl_references.py first seen with mtime 1626675428.7613025
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\__init__.py first seen with mtime 1626676986.1063516
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\checks\__init__.py first seen with mtime 1626675428.634424
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\drawing\__init__.py first seen with mtime 1626676986.1934934
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\workbook\function_group.py first seen with mtime 1626676986.284286
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\urllib3\filepost.py first seen with mtime 1626676977.4375353
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File E:\Computer Programs\Python\DJango\django_retail_project\manage.py first seen with mtime 1620453401.290068
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\__init__.py first seen with mtime 1618860840.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\models.py first seen with mtime 1626676984.1212163
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\cell\read_only.py first seen with mtime 1626676986.11286
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\helpers.py first seen with mtime 1601720715.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\DLLs\_ctypes.pyd first seen with mtime 1624876722.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\_encoded_words.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\tablib\core.py first seen with mtime 1626677110.4373426
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\migrations\recorder.py first seen with mtime 1626675428.8417044
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\_header_value_parser.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\providers\oauth2\urls.py first seen with mtime 1601720715.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\styles\stylesheet.py first seen with mtime 1626676986.2596405
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\yaml\__init__.py first seen with mtime 1626676984.232927
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\_parseaddr.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\core\_type_aliases.py first seen with mtime 1626675319.3807886
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\migrations\state.py first seen with mtime 1626675428.853753
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\duration.py first seen with mtime 1626675429.13317
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\crispy_forms\utils.py first seen with mtime 1626677093.008923
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\importlib\_common.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\functional.py first seen with mtime 1626675429.1351922
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\function_base.py first seen with mtime 1626675319.9053872
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\sre_compile.py first seen with mtime 1624876618.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\urllib3\request.py first seen with mtime 1626676977.4401283
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\packaging\relationship.py first seen with mtime 1626676986.2268937
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\template\loader.py first seen with mtime 1626675429.0547273
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\formula\translate.py first seen with mtime 1626676986.2198906
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\signals.py first seen with mtime 1626675428.8839145
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\functions\datetime.py first seen with mtime 1626675428.904039
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\styles\borders.py first seen with mtime 1626676986.2445664
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\urls.py first seen with mtime 1601720715.0
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\validators.py first seen with mtime 1626675428.6188023
DEBUG : 2021-08-02 10:45:50,820 : autoreload : 2924 : 17212 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\odf\style.py first seen with mtime 1579366058.0
