INFO : 2021-07-30 11:14:37,321 : autoreload : 15080 : 14792 : Watching for file changes with StatReloader
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\streams.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\contextlib.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\staticfiles\apps.py first seen with mtime 1626675428.571938
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\conf\locale\__init__.py first seen with mtime 1626675423.5956688
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\linalg\__init__.py first seen with mtime 1626675320.0071142
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\status_codes.py first seen with mtime 1626676984.1254244
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\__init__.py first seen with mtime 1626675424.1237843
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\worksheet\worksheet.py first seen with mtime 1626676986.3323462
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\import_export\resources.py first seen with mtime 1626677112.881722
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\workbook\views.py first seen with mtime 1626676986.289478
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\updown_bars.py first seen with mtime 1626676986.1567707
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\struct.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File E:\Computer Programs\Python\DJango\django_retail_project\products\urls.py first seen with mtime 1627573601.7917893
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\yaml\cyaml.py first seen with mtime 1626676984.2401357
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\drawing\spreadsheet_drawing.py first seen with mtime 1626676986.210049
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\diff_match_patch\__init__.py first seen with mtime 1626677112.7641265
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\_encoded_words.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\concurrent\futures\_base.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\__init__.py first seen with mtime 1626675428.7532837
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\shortcuts.py first seen with mtime 1626675423.580042
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\xlwt\BIFFRecords.py first seen with mtime 1626676982.1773784
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\apps\config.py first seen with mtime 1626675423.580042
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\crypto.py first seen with mtime 1626675429.1150844
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\_version.py first seen with mtime 1626675319.8884315
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\contenttypes\admin.py first seen with mtime 1626675425.7069643
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\forms\__init__.py first seen with mtime 1626675428.9241362
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\layout.py first seen with mtime 1626676986.1310291
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\stringprep.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\tablib\_version.py first seen with mtime 1626677110.4358914
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\sessions\base_session.py first seen with mtime 1626675427.8471563
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\handlers\__init__.py first seen with mtime 1626675428.6565614
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\series_factory.py first seen with mtime 1626676986.1483693
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\conf\urls\static.py first seen with mtime 1626675424.1237843
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\worksheet\datavalidation.py first seen with mtime 1626676986.308518
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\templatetags\log.py first seen with mtime 1626675424.972246
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\sre_parse.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\codecs.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\pivot\table.py first seen with mtime 1626676986.2349827
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\PIL\_imaging.cp39-win_amd64.pyd first seen with mtime 1626675990.8555768
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\__init__.py first seen with mtime 1626675319.0696836
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\pkgutil.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\charset_normalizer\cd.py first seen with mtime 1626676980.519847
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\functions\math.py first seen with mtime 1626675428.904039
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\sslproto.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\tokenize.py first seen with mtime 1624876620.0
DEBUG : 2021-07-30 11:14:38,200 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\xlwt\Style.py first seen with mtime 1626676982.1918564
DEBUG : 2021-07-30 11:14:38,215 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\compat.py first seen with mtime 1626676984.1142032
DEBUG : 2021-07-30 11:14:38,215 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\encodings\idna.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,215 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\_distributor_init.py first seen with mtime 1626675319.0696836
DEBUG : 2021-07-30 11:14:38,215 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\allauth\socialaccount\apps.py first seen with mtime 1601720715.0
DEBUG : 2021-07-30 11:14:38,215 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\formatting\formatting.py first seen with mtime 1626676986.214924
DEBUG : 2021-07-30 11:14:38,215 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\stock_chart.py first seen with mtime 1626676986.150852
DEBUG : 2021-07-30 11:14:38,215 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\DLLs\_lzma.pyd first seen with mtime 1624876722.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\asyncio\runners.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\apps\registry.py first seen with mtime 1626675423.580042
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\DLLs\select.pyd first seen with mtime 1624876722.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\calendar.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\translation\trans_real.py first seen with mtime 1626675429.1755452
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\drawing\line.py first seen with mtime 1626676986.2050228
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\xml\sax\expatreader.py first seen with mtime 1624876620.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\servers\basehttp.py first seen with mtime 1626675428.7532837
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\surface_chart.py first seen with mtime 1626676986.152095
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1626675428.7613025
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\utils\bound_dictionary.py first seen with mtime 1626676986.2645082
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\cache\backends\filebased.py first seen with mtime 1626675428.6188023
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\drawing\picture.py first seen with mtime 1626676986.2062044
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\serializers\base.py first seen with mtime 1626675428.743212
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\xlwt\Formatting.py first seen with mtime 1626676982.1893299
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\yaml\_yaml.cp39-win_amd64.pyd first seen with mtime 1626676984.2365332
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\__init__.py first seen with mtime 1626675428.6031816
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\template\backends\django.py first seen with mtime 1626675429.064772
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\_policybase.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\sqlparse\filters\reindent.py first seen with mtime 1626675423.3418145
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\topological_sort.py first seen with mtime 1626675429.1632862
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\encodings\cp1252.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\nturl2path.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\xml\dom\domreg.py first seen with mtime 1624876620.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\label.py first seen with mtime 1626676986.129807
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\email\_header_value_parser.py first seen with mtime 1624876618.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\compat\py3k.py first seen with mtime 1626675319.3189547
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\utils.py first seen with mtime 1626676984.1278877
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\unittest\util.py first seen with mtime 1624876620.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\lib\shape_base.py first seen with mtime 1626675319.9353063
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\mail\utils.py first seen with mtime 1626675428.672182
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\xml\sax\__init__.py first seen with mtime 1624876620.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\core\overrides.py first seen with mtime 1626675319.4186907
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\backends\base\__init__.py first seen with mtime 1626675428.7613025
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\descriptors\serialisable.py first seen with mtime 1626676986.190959
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\checks\database.py first seen with mtime 1626675428.634424
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\staticfiles\views.py first seen with mtime 1626675428.5875597
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chart\radar_chart.py first seen with mtime 1626676986.141628
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\requests\__init__.py first seen with mtime 1626676984.104042
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\checks\messages.py first seen with mtime 1626675428.634424
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\styles\colors.py first seen with mtime 1626676986.248106
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\forms\fields.py first seen with mtime 1626675428.9321642
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\drawing\effect.py first seen with mtime 1626676986.1985173
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\signals.py first seen with mtime 1626675428.8839145
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\exceptions.py first seen with mtime 1626675424.1338525
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\__config__.py first seen with mtime 1626675319.0696836
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\inspect.py first seen with mtime 1626675429.1432128
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\numpy\random\_pickle.py first seen with mtime 1626675320.1578152
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\views\i18n.py first seen with mtime 1626675429.1848469
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\xlrd\timemachine.py first seen with mtime 1626676982.679935
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\fields\files.py first seen with mtime 1626675428.8919487
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\utils\duration.py first seen with mtime 1626675429.13317
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\xml\parsers\expat.py first seen with mtime 1624876620.0
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\worksheet\header_footer.py first seen with mtime 1626676986.3142169
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\asgiref\compatibility.py first seen with mtime 1626675423.4798036
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\db\models\manager.py first seen with mtime 1626675428.873868
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\chartsheet\relation.py first seen with mtime 1626676986.1671875
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\openpyxl\workbook\function_group.py first seen with mtime 1626676986.284286
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\PIL\_imagingft.cp39-win_amd64.pyd first seen with mtime 1626675990.8706396
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\contrib\admin\views\main.py first seen with mtime 1626675424.97823
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1626675428.6188023
DEBUG : 2021-07-30 11:14:38,216 : autoreload : 15080 : 14792 : File C:\Users\USER\AppData\Local\Programs\Python\Python39\Lib\site-packages\django\core\files\uploadedfile.py first seen with mtime 1626675428.6565614
